json_path,latitude,longitude,Normalized_Lane_Width,Safety_Score,Left_Lookahead_Score,Right_Lookahead_Score,Left_Lane_Intensity_Score,Right_Lane_Intensity_Score,Lane_Visibility_Score,Left_Lane_Confidence,Right_Lane_Confidence,Local_Time
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005000.json,43.6806233,-92.9868122,0.9880593620427125,85.3,63.212435233160626,65.80310880829016,41.54269972451791,53.77410468319559,69.56,0.8980938189783494,0.8968310172948152,2025-07-07 11:37:53.917
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005001.json,43.6806233,-92.9868122,0,42.81,54.40414507772021,64.76683937823834,0.0,0.0,64.63,0.7551526687484469,0.9405604234735371,2025-07-07 11:37:53.932
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005002.json,43.6806233,-92.9868122,0,41.26,50.259067357512954,64.76683937823834,0.9504132231404958,0.0,62.33,0.7384076979999534,0.8940068273405313,2025-07-07 11:37:53.962
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005003.json,43.6806233,-92.9868122,0,42.36,53.36787564766839,64.76683937823834,0.055096418732782364,49.79338842975206,64.01,0.7829362485764788,0.8931015067507894,2025-07-07 11:37:53.994
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005004.json,43.6806233,-92.9868122,0,40.14,47.15025906735752,64.76683937823834,20.81267217630854,50.23415977961433,60.65,0.6944293281730274,0.8933926433762072,2025-07-07 11:37:54.035
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005005.json,43.6806233,-92.9868122,0.9727652403079083,84.84,63.212435233160626,65.28497409326425,46.98347107438017,50.05509641873278,69.52,0.9202858633874361,0.8914849710718242,2025-07-07 11:37:54.069
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005006.json,43.6806233,-92.9868122,0,41.83,52.331606217616574,65.80310880829016,0.34435261707988984,2.56198347107438,63.63,0.7442303249636888,0.8933139315854464,2025-07-07 11:37:54.100
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005007.json,43.6806233,-92.9868122,0,43.7,57.51295336787565,65.80310880829016,63.27823691460055,51.790633608815426,66.45,0.8180775348649922,0.8941025028579606,2025-07-07 11:37:54.130
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005008.json,43.6806233,-92.9868122,0,43.05,58.03108808290155,65.80310880829016,1.143250688705234,1.0055096418732783,66.13,0.7659277355242221,0.8934691649051307,2025-07-07 11:37:54.164
/media/vsi-dev/Lacie_2/mndot_workzone_project/Toyota/campaign_0f13274e-1e23-415d-8a6c-56f06a60a20a-Toyota_Prius_-_Austin_-_1/campaign/processed_json/segments/e6b4bacb-a530-472c-8a4f-cfdd6d463762/part_2/005009.json,43.6806233,-92.9868122,0,43.44,58.549222797927456,65.80310880829016,4.9449035812672175,52.85123966942149,66.56,0.7866442162135912,0.8954333534882124,2025-07-07 11:37:54.198
